PLATFRMID,NAME,TYPE,STATUS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,COMPLEXID,NOSTR,OWNER,OPERNAME,POSREL,COMMODITY,INSTALL,REMOVAL,MANNED24HR,DISTLAND,WATERDEPTH,RIGCOUNT,PWRSOURCE,PWRGENFLAG,OILPRDFLAG,GASMTRFLAG,COMPREFLAG,COMPRDFLAG,HELPRTFLAG,BEDCOUNT,BLOCKNO,LEASENO,AREANUMBER,REGION,LOG_WDEPTH
GOM02292,7,OFFSHORE PLATFORM,REMOVED,29.064470488900000,-92.183591880099996,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20142,1,NOT AVAILABLE,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,THIRD PARTY,NONE,1/1/1972 0:00:00,7/4/1990 0:00:00,N,33,50,-999,U,N,N,N,N,N,N,-999,131,775,VR,GULF OF MEXICO,3.912023005428146
GOM02293,1,OFFSHORE PLATFORM,REMOVED,29.074261251799999,-92.182640863700001,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20143,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,1/1/1960 0:00:00,12/17/1998 0:00:00,N,33,60,0,U,N,N,N,N,U,N,-999,131,775,VR,GULF OF MEXICO,4.094344562222100
GOM02294,U,OFFSHORE PLATFORM,REMOVED,29.125320910999999,-89.680130972599997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20144,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1962 0:00:00,8/24/1996 0:00:00,N,9,57,-999,U,N,N,N,N,U,Y,-999,32,367,WD,GULF OF MEXICO,4.043051267834550
GOM02295,F,OFFSHORE PLATFORM,IN SERVICE,29.120270103900001,-89.649905374499994,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20145,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1955 0:00:00,,N,9,47,0,G,Y,Y,N,Y,U,Y,-999,31,16,WD,GULF OF MEXICO,3.850147601710058
GOM02296,H,OFFSHORE PLATFORM,REMOVED,29.154273373399999,-89.665159112300003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20146,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1955 0:00:00,9/29/2001 0:00:00,N,8,49,-999,U,N,N,N,N,U,N,-999,31,16,WD,GULF OF MEXICO,3.891820298110626
GOM02297,J,OFFSHORE PLATFORM,IN SERVICE,29.116298254899998,-89.619434792000007,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20147,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1956 0:00:00,,N,9,45,0,G,Y,Y,N,Y,U,Y,-999,30,26,WD,GULF OF MEXICO,3.806662489770320
GOM02298,L,OFFSHORE PLATFORM,IN SERVICE,29.140355117900000,-89.672115031700002,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20148,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1956 0:00:00,,N,8,53,0,G,N,Y,N,N,U,Y,-999,31,16,WD,GULF OF MEXICO,3.970291913552122
GOM02299,N,OFFSHORE PLATFORM,IN SERVICE,29.132664490000000,-89.663800408100002,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20149,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1957 0:00:00,,N,9,55,0,G,Y,Y,N,Y,U,Y,-999,31,16,WD,GULF OF MEXICO,4.007333185232471
GOM02300,P,OFFSHORE PLATFORM,IN SERVICE,29.129567518000002,-89.614003935699998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20150,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1958 0:00:00,,N,8,43,0,G,Y,Y,N,Y,U,Y,-999,30,26,WD,GULF OF MEXICO,3.761200115693562
GOM02301,Q,OFFSHORE PLATFORM,REMOVED,29.128897726799998,-89.679455045200001,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20151,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1957 0:00:00,6/26/2004 0:00:00,N,9,56,-999,G,N,Y,N,N,U,Y,-999,32,367,WD,GULF OF MEXICO,4.025351690735150
GOM02302,T,OFFSHORE PLATFORM,IN SERVICE,29.122691918699999,-89.624651236299997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20152,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1962 0:00:00,,N,8,50,0,G,Y,Y,N,N,U,Y,-999,30,26,WD,GULF OF MEXICO,3.912023005428146
GOM02303,V,OFFSHORE PLATFORM,REMOVED,29.163583702899999,-89.624270457700007,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20153,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1964 0:00:00,12/9/1988 0:00:00,N,7,38,-999,U,N,N,N,N,N,N,-999,30,26,WD,GULF OF MEXICO,3.637586159726386
GOM02304,W,OFFSHORE PLATFORM,REMOVED,29.141147513500002,-89.665009846900006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20154,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1964 0:00:00,12/20/1988 0:00:00,N,8,53,-999,U,N,N,N,N,N,N,-999,31,16,WD,GULF OF MEXICO,3.970291913552122
GOM02305,X,OFFSHORE PLATFORM,REMOVED,29.102493116300000,-89.716232046499996,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20155,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1968 0:00:00,8/3/1996 0:00:00,N,14,83,-999,U,N,N,N,Y,U,Y,-999,42,G01495,WD,GULF OF MEXICO,4.418840607796598
GOM02306,Y,OFFSHORE PLATFORM,REMOVED,29.100281246100000,-89.737589015200001,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20156,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1967 0:00:00,8/1/1996 0:00:00,N,14,82,-999,U,N,N,N,N,U,Y,-999,42,G01495,WD,GULF OF MEXICO,4.406719247264253
GOM02307,5,OFFSHORE PLATFORM,REMOVED,29.166729505300001,-89.618577284599994,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20157,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1965 0:00:00,11/18/1988 0:00:00,N,7,35,-999,U,N,N,N,N,N,N,-999,30,26,WD,GULF OF MEXICO,3.555348061489414
GOM02308,1,OFFSHORE PLATFORM,REMOVED,29.159022153199999,-89.671152536199997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20158,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1970 0:00:00,11/14/1988 0:00:00,N,8,48,-999,U,N,N,N,N,N,N,-999,31,16,WD,GULF OF MEXICO,3.871201010907891
GOM02309,3,OFFSHORE PLATFORM,REMOVED,29.167487694500000,-89.666466564900006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20160,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1967 0:00:00,12/31/1978 0:00:00,N,8,48,-999,U,N,N,N,N,U,N,-999,31,16,WD,GULF OF MEXICO,3.871201010907891
GOM02310,B,OFFSHORE PLATFORM,IN SERVICE,28.941875918400001,-89.679593406999999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20161,1,"ENERGY XXI GOM, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1964 0:00:00,,N,15,180,0,D,N,Y,N,Y,Y,Y,-999,74,G01084,WD,GULF OF MEXICO,5.192956850890210
GOM02311,C,OFFSHORE PLATFORM,IN SERVICE,28.942193764399999,-89.715630146999999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20162,1,"ENERGY XXI GOM, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1964 0:00:00,,N,17,172,1,D,Y,Y,N,Y,Y,Y,-999,73,G01083,WD,GULF OF MEXICO,5.147494476813453
GOM02312,F,OFFSHORE PLATFORM,IN SERVICE,28.952530604400000,-89.683758768000004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20163,1,"ENERGY XXI GOM, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,NATURAL GAS,1/1/1965 0:00:00,,N,16,170,0,G,Y,Y,N,N,N,Y,0,74,G01084,WD,GULF OF MEXICO,5.135798437050262
GOM02313,A,OFFSHORE PLATFORM,REMOVED,28.831772436500000,-89.795649736700000,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20164,1,"ENERGY XXI GOM, LLC",EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1963 0:00:00,11/3/2007 0:00:00,N,31,194,-999,U,N,N,N,N,U,Y,-999,99,G01096,WD,GULF OF MEXICO,5.267858159063328
GOM02314,C,OFFSHORE PLATFORM,IN SERVICE,28.948521394099998,-89.518257703100005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20165,1,"SPN RESOURCES, LLC",FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,NONE,1/1/1969 0:00:00,,N,6,154,0,U,Y,Y,N,Y,Y,Y,8,79,G01874,WD,GULF OF MEXICO,5.036952602413630
GOM02315,A,OFFSHORE PLATFORM,REMOVED,29.011917319199998,-89.523761845099997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20168,1,NOT AVAILABLE,SAMEDAN OIL CORP.,THIRD PARTY,NONE,1/1/1954 0:00:00,12/31/1981 0:00:00,N,13,48,-999,U,N,N,N,N,U,N,-999,58,146,WD,GULF OF MEXICO,3.871201010907891
GOM02316,1,OFFSHORE PLATFORM,REMOVED,29.105674851700002,-89.633526148700000,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20169,1,NOT AVAILABLE,NEXEN PETROLEUM USA INC.,THIRD PARTY,NONE,1/1/1958 0:00:00,2/20/1989 0:00:00,N,12,50,-999,U,N,N,N,N,N,N,-999,45,138,WD,GULF OF MEXICO,3.912023005428146
GOM02317,2,OFFSHORE PLATFORM,REMOVED,29.106121829999999,-89.635178241800006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20170,1,NOT AVAILABLE,NEXEN PETROLEUM USA INC.,THIRD PARTY,NONE,1/1/1958 0:00:00,12/31/1983 0:00:00,N,12,50,-999,U,N,N,N,N,U,N,-999,45,138,WD,GULF OF MEXICO,3.912023005428146
GOM02318,7,OFFSHORE PLATFORM,REMOVED,29.104686907300000,-89.635603219100005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20171,1,NOT AVAILABLE,NEXEN PETROLEUM USA INC.,THIRD PARTY,NONE,1/1/1958 0:00:00,8/18/2011 0:00:00,N,10,60,0,U,N,N,N,N,U,N,-999,45,138,WD,GULF OF MEXICO,4.094344562222100
GOM02319,G,OFFSHORE PLATFORM,IN SERVICE,29.110583600300000,-89.640984655799997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20172,1,NOT AVAILABLE,"COCHON PROPERTIES, LLC",THIRD PARTY,UNKNOWN,1/1/1959 0:00:00,,N,9,58,0,D,Y,Y,Y,Y,U,Y,-999,45,138,WD,GULF OF MEXICO,4.060443010546419
GOM02320,A,OFFSHORE PLATFORM,IN SERVICE,29.108846697000001,-89.643816740099993,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20173,1,NOT AVAILABLE,"COCHON PROPERTIES, LLC",THIRD PARTY,BOTH,1/1/1955 0:00:00,,N,19,58,0,U,N,Y,N,N,U,N,-999,45,138,WD,GULF OF MEXICO,4.060443010546419
GOM02321,F,OFFSHORE PLATFORM,REMOVED,29.098391242500000,-89.633664935799999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20174,1,NOT AVAILABLE,NEXEN PETROLEUM USA INC.,THIRD PARTY,NONE,1/1/1959 0:00:00,8/20/2008 0:00:00,N,12,53,-999,U,N,N,N,N,U,Y,-999,45,138,WD,GULF OF MEXICO,3.970291913552122
GOM02322,E,OFFSHORE PLATFORM,REMOVED,29.107021786200001,-89.638342421499999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20175,1,NOT AVAILABLE,NEXEN PETROLEUM USA INC.,THIRD PARTY,NONE,1/1/1957 0:00:00,8/16/2011 0:00:00,N,10,57,0,U,N,N,N,N,U,Y,-999,45,138,WD,GULF OF MEXICO,4.043051267834550
GOM02323,D,OFFSHORE PLATFORM,IN SERVICE,29.105587290999999,-89.652264149800004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20176,1,NOT AVAILABLE,"COCHON PROPERTIES, LLC",THIRD PARTY,BOTH,1/1/1957 0:00:00,,N,10,54,0,G,Y,Y,N,N,U,Y,-999,44,137,WD,GULF OF MEXICO,3.988984046564275
GOM02324,B,OFFSHORE PLATFORM,REMOVED,29.069529689300001,-89.805604578599997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20177,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,1/1/1969 0:00:00,11/10/2014 0:00:00,N,15,90,0,G,Y,Y,N,N,U,Y,-999,40,G01072,WD,GULF OF MEXICO,4.499809670330265
GOM02325,A,OFFSHORE PLATFORM,REMOVED,29.094246591899999,-89.784050484000005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20178,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,1/1/1966 0:00:00,10/27/2014 0:00:00,N,14,90,0,G,Y,Y,N,Y,U,N,-999,40,G01072,WD,GULF OF MEXICO,4.499809670330265
GOM02326,G,OFFSHORE PLATFORM,REMOVED,29.149860417399999,-89.616733684099998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20179,1,NOT AVAILABLE,EXXON MOBIL CORP.,THIRD PARTY,NONE,1/1/1955 0:00:00,7/22/1994 0:00:00,N,7,39,0,U,N,N,N,N,N,N,-999,30,26,WD,GULF OF MEXICO,3.663561646129646
GOM02327,G,OFFSHORE PLATFORM,REMOVED,29.152901218699999,-89.608536388100006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20181,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1952 0:00:00,8/17/1997 0:00:00,N,7,37,-999,U,N,N,N,N,U,N,-999,29,385,WD,GULF OF MEXICO,3.610917912644224
GOM02328,D,OFFSHORE PLATFORM,IN SERVICE,29.137992000099999,-89.595972333199995,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20182,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,BOTH,1/1/1952 0:00:00,,N,7,39,0,U,N,Y,N,N,U,N,-999,29,385,WD,GULF OF MEXICO,3.663561646129646
GOM02329,C,OFFSHORE PLATFORM,IN SERVICE,29.129916475300000,-89.605217526299995,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20183,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,BOTH,1/1/1952 0:00:00,,N,7,39,0,U,N,Y,N,N,U,N,-999,29,385,WD,GULF OF MEXICO,3.663561646129646
GOM02330,CD,OFFSHORE PLATFORM,IN SERVICE,29.111760489800002,-89.612130302500006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20184,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,NONE,1/1/1963 0:00:00,,N,7,42,0,U,N,N,N,N,U,N,-999,29,385,WD,GULF OF MEXICO,3.737669618283368
GOM02331,CC,OFFSHORE PLATFORM,IN SERVICE,29.119762029499999,-89.602040062599997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20185,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,BOTH,1/1/1961 0:00:00,,N,7,44,0,U,N,Y,N,N,N,N,-999,29,385,WD,GULF OF MEXICO,3.784189633918261
GOM02332,23,OFFSHORE PLATFORM,REMOVED,29.119358051599999,-89.601881042599999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20185,2,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,NONE,1/1/1966 0:00:00,7/3/2010 0:00:00,N,7,44,0,U,N,Y,N,N,N,N,-999,29,385,WD,GULF OF MEXICO,3.784189633918261
GOM02333,CB-REMOVED,OFFSHORE PLATFORM,REMOVED,29.121668940700001,-89.609634485300006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20186,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1959 0:00:00,6/2/1997 0:00:00,N,7,44,-999,U,N,N,N,N,U,Y,-999,29,385,WD,GULF OF MEXICO,3.784189633918261
GOM02334,27,OFFSHORE PLATFORM,REMOVED,29.163276651000000,-89.609301741699994,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20187,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1970 0:00:00,12/31/1976 0:00:00,N,7,35,-999,U,N,N,N,N,U,N,-999,29,385,WD,GULF OF MEXICO,3.555348061489414
GOM02335,33,OFFSHORE PLATFORM,IN SERVICE,29.140115826900001,-89.579197599799997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20190,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,NONE,1/1/1967 0:00:00,,N,7,35,0,U,N,Y,N,N,N,N,-999,28,384,WD,GULF OF MEXICO,3.555348061489414
GOM02336,DA,OFFSHORE PLATFORM,REMOVED,29.128979433100000,-89.569534791300001,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20191,1,NOT AVAILABLE,"ANGLO-SUISSE OFFSHORE PARTNERS, LLC",THIRD PARTY,NONE,1/1/1967 0:00:00,7/10/2010 0:00:00,N,7,42,0,U,N,N,N,N,U,N,-999,28,384,WD,GULF OF MEXICO,3.737669618283368
GOM02337,10,OFFSHORE PLATFORM,IN SERVICE,29.136607950799998,-89.554715323300002,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20192,1,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1972 0:00:00,,N,7,37,0,U,N,Y,N,N,U,N,-999,28,384,WD,GULF OF MEXICO,3.610917912644224
GOM02338,16,OFFSHORE PLATFORM,IN SERVICE,29.136612340300001,-89.554646480200006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20192,2,NOT AVAILABLE,"ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,2/28/2001 0:00:00,,N,7,37,0,U,N,Y,N,N,U,N,-999,28,384,WD,GULF OF MEXICO,3.610917912644224
GOM02339,E,OFFSHORE PLATFORM,IN SERVICE,28.934433746400000,-90.043595122400006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20194,1,NOT AVAILABLE,GOM SHELF LLC,THIRD PARTY,BOTH,1/1/1958 0:00:00,,N,14,91,0,G,Y,Y,N,Y,U,Y,-999,48,134,GI,GULF OF MEXICO,4.510859506516850
GOM02340,A,OFFSHORE PLATFORM,REMOVED,29.225639606100000,-88.576095535500002,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20195,1,NOT AVAILABLE,"NOBLE ENERGY, INC.",THIRD PARTY,NONE,1/1/1969 0:00:00,9/7/2010 0:00:00,Y,26,180,0,G,Y,Y,Y,Y,U,Y,10,305,G01676,MP,GULF OF MEXICO,5.192956850890210
GOM02341,B,OFFSHORE PLATFORM,IN SERVICE,29.258740960200001,-88.441554430799997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20196,1,APACHE CORP.,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,1/1/1968 0:00:00,,N,34,320,0,G,Y,N,Y,N,U,Y,0,289,G01666,MP,GULF OF MEXICO,5.768320995793772
GOM02342,D,OFFSHORE PLATFORM,IN SERVICE,29.253047475399999,-88.757495562000003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20197,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,1/1/1970 0:00:00,,N,15,217,-999,U,N,Y,N,Y,Y,Y,-999,299,G01316,MP,GULF OF MEXICO,5.379897353540460
GOM02343,G,OFFSHORE PLATFORM,REMOVED,29.406366631200001,-89.051315131400003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20198,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1965 0:00:00,6/16/2000 0:00:00,N,11,30,-999,U,N,N,N,N,U,Y,-999,42,G01367,MP,GULF OF MEXICO,3.401197381662155
GOM02344,GA,OFFSHORE PLATFORM,REMOVED,29.406037643600001,-89.050895121500005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20198,2,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1965 0:00:00,6/16/2000 0:00:00,N,11,30,-999,U,N,N,N,N,U,Y,-999,42,G01367,MP,GULF OF MEXICO,3.401197381662155
GOM02345,J,OFFSHORE PLATFORM,IN SERVICE,29.404076446400001,-89.004548496200002,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20199,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,BOTH,1/1/1966 0:00:00,,N,9,40,-999,U,N,Y,N,N,Y,N,-999,41,374,MP,GULF OF MEXICO,3.688879454113936
GOM02346,B,OFFSHORE PLATFORM,IN SERVICE,29.290216110100001,-88.665358997300004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20200,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,1/1/1970 0:00:00,,N,21,210,0,O,N,Y,N,N,N,Y,0,144,G01634,MP,GULF OF MEXICO,5.347107530717468
GOM02347,BA-SAT,OFFSHORE PLATFORM,IN SERVICE,29.290644094299999,-88.665168981400001,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,20200,2,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,1/1/1981 0:00:00,,N,21,210,0,O,N,Y,N,N,N,Y,0,144,G01634,MP,GULF OF MEXICO,5.347107530717468
