PLATFRMID,NAME,TYPE,STATUS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,COMPLEXID,NOSTR,OWNER,OPERNAME,POSREL,COMMODITY,INSTALL,REMOVAL,MANNED24HR,DISTLAND,WATERDEPTH,RIGCOUNT,PWRSOURCE,PWRGENFLAG,OILPRDFLAG,GASMTRFLAG,COMPREFLAG,COMPRDFLAG,HELPRTFLAG,BEDCOUNT,BLOCKNO,LEASENO,AREANUMBER,REGION,LOG_WDEPTH
GOM00001,1,OFFSHORE PLATFORM,REMOVED,29.475144883199999,-93.813003124100007,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,2,1,NOT AVAILABLE,"MERIT ENERGY CO., LLC",THIRD PARTY,NONE,1/5/1998 0:00:00,6/9/2010 0:00:00,N,12,38,0,U,N,N,U,N,U,Y,-999,38,G14878,HI,GULF OF MEXICO,3.637586159726386
GOM00002,C,OFFSHORE PLATFORM,REMOVED,29.175393170300001,-94.371966830399998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,3,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,2/28/1997 0:00:00,8/8/2013 0:00:00,N,23,54,0,U,N,N,N,N,U,Y,-999,176,G06164,HI,GULF OF MEXICO,3.988984046564275
GOM00003,1,OFFSHORE PLATFORM,REMOVED,28.954166018500000,-93.014756516800006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,4,1,NOT AVAILABLE,"CAIRN ENERGY USA, INC.",THIRD PARTY,NONE,8/26/1997 0:00:00,6/29/2003 0:00:00,N,50,76,0,U,N,N,Y,N,U,Y,-999,263,G15072,WC,GULF OF MEXICO,4.330733340286331
GOM00004,9,OFFSHORE PLATFORM,REMOVED,29.068306476099998,-89.795079994000005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,5,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,7/22/1997 0:00:00,11/4/2007 0:00:00,N,15,97,0,G,N,N,U,N,U,N,-999,40,G01072,WD,GULF OF MEXICO,4.574710978503383
GOM00005,CAIS.#21(PLF.CF,OFFSHORE PLATFORM,IN SERVICE,28.898903260000001,-90.504416832299995,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,6,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,6/19/1997 0:00:00,,N,11,55,0,U,N,N,N,N,N,N,-999,51,G01240,ST,GULF OF MEXICO,4.007333185232471
GOM00006,B,OFFSHORE PLATFORM,REMOVED,29.115774458499999,-88.768342947999997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,8,1,CHEVRON USA INC.,WALTER OIL & GAS CORP.,THIRD PARTY,NONE,8/15/1997 0:00:00,9/26/2009 0:00:00,N,16,283,0,U,N,N,U,N,U,Y,-999,313,G04127,MP,GULF OF MEXICO,5.645446897643238
GOM00007,E-1,OFFSHORE PLATFORM,IN SERVICE,29.062329796899999,-91.297177991400005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,10,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,8/30/1977 0:00:00,,N,7,15,0,U,N,N,N,N,N,N,-999,32,335,SS,GULF OF MEXICO,2.708050201102210
GOM00008,F,OFFSHORE PLATFORM,REMOVED,29.124564468100001,-91.188470424900004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,11,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,8/30/1997 0:00:00,11/28/2010 0:00:00,N,7,15,0,U,N,N,U,N,U,N,-999,29,345,SS,GULF OF MEXICO,2.708050201102210
GOM00009,D,OFFSHORE PLATFORM,REMOVED,28.293985977500000,-93.976308379800003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,12,1,NOT AVAILABLE,"MARINER ENERGY, INC.",THIRD PARTY,NONE,8/13/1997 0:00:00,9/29/2008 0:00:00,N,93,187,0,U,N,N,N,N,U,Y,-999,A 467,G02688,HI,GULF OF MEXICO,5.231108616854587
GOM00010,6,OFFSHORE PLATFORM,REMOVED,28.853573044699999,-92.142356887399998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,13,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,7/20/1997 0:00:00,7/19/2009 0:00:00,N,50,93,0,U,N,N,N,N,U,N,-999,28,G09536,SM,GULF OF MEXICO,4.532599493153256
GOM00011,A,OFFSHORE PLATFORM,REMOVED,29.139542498200001,-92.989707863299998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,14,1,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,NONE,8/5/1997 0:00:00,9/23/2003 0:00:00,N,52,70,0,G,Y,N,N,N,U,Y,8,118,G14362,EC,GULF OF MEXICO,4.248495242049359
GOM00012,E,OFFSHORE PLATFORM,IN SERVICE,29.120242139599998,-91.179225630399998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,16,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,8/30/1997 0:00:00,,N,7,12,0,U,N,N,N,N,N,N,-999,28,346,SS,GULF OF MEXICO,2.484906649788000
GOM00013,7,OFFSHORE PLATFORM,REMOVED,29.265185030600001,-91.570890268699998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,17,1,NOT AVAILABLE,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,NONE,10/11/1996 0:00:00,7/21/2011 0:00:00,N,15,13,0,U,N,N,U,N,N,N,-999,42,NOT AVAILABLE,EI,GULF OF MEXICO,2.564949357461537
GOM00014,11""A"",OFFSHORE PLATFORM,IN SERVICE,28.960177253499999,-89.274733710299998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,19,1,NOT AVAILABLE,"WHITNEY OIL & GAS, LLC",THIRD PARTY,NONE,4/10/1996 0:00:00,,N,4,82,0,U,N,N,U,N,U,N,-999,27,693,SP,GULF OF MEXICO,4.406719247264253
GOM00015,D,OFFSHORE PLATFORM,IN SERVICE,28.606797797700001,-92.073600732200006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,21,1,ANKOR E&P HOLDINGS CORP.; KOA ENERGY LP; SAMSUNG OIL & GAS USA CORP.,ANKOR ENERGY LLC,THIRD PARTY,BOTH,11/21/1997 0:00:00,,N,61,136,0,G,Y,Y,N,N,U,Y,2,73,G01205,SM,GULF OF MEXICO,4.912654885736052
GOM00016,C,OFFSHORE PLATFORM,IN SERVICE,28.273302322700001,-91.866103645500004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,24,1,"FIELDWOOD ENERGY OFFSHORE LLC; DYNAMIC OFFSHORE RESOURCES NS, LLC;",FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,8/2/1997 0:00:00,,N,76,228,0,D,Y,Y,N,N,U,Y,2,142,G01216,SM,GULF OF MEXICO,5.429345628954441
GOM00017,JB,OFFSHORE PLATFORM,IN SERVICE,28.847937309199999,-90.524101762300006,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,25,1,APACHE CORP.,"ARENA OFFSHORE, LP",THIRD PARTY,BOTH,9/5/1997 0:00:00,,N,14,64,0,U,N,Y,U,N,U,Y,-999,25,G14535,PL,GULF OF MEXICO,4.158883083359671
GOM00018,JC,OFFSHORE PLATFORM,REMOVED,28.850361686999999,-90.517345362000000,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,26,1,APACHE CORP.,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,9/5/1997 0:00:00,9/6/2014 0:00:00,N,14,63,0,U,N,N,U,N,U,N,-999,25,G14535,PL,GULF OF MEXICO,4.143134726391533
GOM00019,186,OFFSHORE PLATFORM,REMOVED,29.453510639000001,-92.056863424499994,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,27,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,7/29/1997 0:00:00,6/2/2014 0:00:00,N,7,14,0,U,N,N,N,N,U,N,-999,217,310,SM,GULF OF MEXICO,2.639057329615258
GOM00020,6,OFFSHORE PLATFORM,REMOVED,29.408430876899999,-92.359189462900005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,28,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,11/28/1997 0:00:00,10/11/2007 0:00:00,N,10,25,0,U,N,N,N,N,U,N,-999,46,79,VR,GULF OF MEXICO,3.218875824868201
GOM00021,B,OFFSHORE PLATFORM,REMOVED,28.832148817600000,-92.760438669899997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,29,1,NOT AVAILABLE,THE HOUSTON EXPLORATION CO.,THIRD PARTY,NONE,10/10/1997 0:00:00,2/7/2001 0:00:00,N,60,95,0,U,N,N,N,N,U,Y,-999,185,G05377,EC,GULF OF MEXICO,4.553876891600541
GOM00022,F,OFFSHORE PLATFORM,REMOVED,28.753488911100000,-91.920638245399999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,31,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,10/6/1997 0:00:00,6/9/2013 0:00:00,N,49,100,0,U,N,N,N,N,U,N,-999,48,786,SM,GULF OF MEXICO,4.605170185988092
GOM00023,F,OFFSHORE PLATFORM,IN SERVICE,28.161596531400001,-92.989493273999997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,32,1,"ENERGY XXI GOM, LLC; BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1997 0:00:00,,N,100,248,0,U,N,N,N,N,U,Y,-999,334,G02062,EC,GULF OF MEXICO,5.513428746164982
GOM00024,196,OFFSHORE PLATFORM,IN SERVICE,29.295162096399999,-91.876150305099998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,BOTH,8/8/1997 0:00:00,,N,12,23,0,U,N,Y,N,N,U,N,-999,240,310,SM,GULF OF MEXICO,3.135494215929150
GOM00025,2,OFFSHORE PLATFORM,REMOVED,29.968355698200000,-88.523800503000004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,35,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,8/17/1997 0:00:00,3/27/1998 0:00:00,N,22,89,-999,U,N,N,U,N,U,N,-999,24,G08763,VK,GULF OF MEXICO,4.488636369732140
GOM00026,A,OFFSHORE PLATFORM,IN SERVICE,29.347661956200000,-88.113312650300003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,36,1,NOT AVAILABLE,"TRANSCONTINENTAL GAS PIPE LINE CO., LLC",THIRD PARTY,UNKNOWN,1/1/1998 0:00:00,,N,53,282,-999,G,N,N,N,N,U,Y,-999,261,NOT AVAILABLE,MP,GULF OF MEXICO,5.641907070938114
GOM00027,14,OFFSHORE PLATFORM,IN SERVICE,28.988503410400000,-91.449239038599998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,37,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,10/8/1997 0:00:00,,N,20,37,0,U,N,N,N,N,U,N,-999,120,50,EI,GULF OF MEXICO,3.610917912644224
GOM00028,24,OFFSHORE PLATFORM,REMOVED,29.045886684399999,-91.450507843799997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,38,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,8/20/1997 0:00:00,10/17/2014 0:00:00,N,17,24,0,U,N,N,N,N,U,N,-999,105,797,EI,GULF OF MEXICO,3.178053830347946
GOM00029,A,OFFSHORE PLATFORM,REMOVED,29.512460514499999,-88.304160647499998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,39,1,NOT AVAILABLE,"VASTAR RESOURCES, INC.",THIRD PARTY,NONE,3/4/1998 0:00:00,2/23/2004 0:00:00,N,48,163,1,U,N,N,U,N,U,Y,-999,199,G12093,MP,GULF OF MEXICO,5.093750200806762
GOM00030,C,OFFSHORE PLATFORM,REMOVED,28.644724518899999,-90.888564397699994,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40,1,NOT AVAILABLE,FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,NONE,11/10/1997 0:00:00,10/29/2012 0:00:00,N,27,55,0,U,N,N,U,N,U,N,-999,166,G05549,SS,GULF OF MEXICO,4.007333185232471
GOM00031,A,OFFSHORE PLATFORM,IN SERVICE,29.903276779399999,-88.484840377699996,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,43,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,UNKNOWN,8/12/1997 0:00:00,,N,19,99,-999,U,N,Y,U,N,U,Y,-999,68,G08765,VK,GULF OF MEXICO,4.595119850134590
GOM00032,A,OFFSHORE PLATFORM,REMOVED,27.557254464900002,-96.815904329600002,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,45,1,NOT AVAILABLE,WILLIAMS PRODUCTION RMT CO.,THIRD PARTY,NONE,11/30/1997 0:00:00,7/22/2002 0:00:00,N,25,125,0,U,N,N,Y,N,N,Y,-999,803,G17076,MU,GULF OF MEXICO,4.828313737302302
GOM00033,A,OFFSHORE PLATFORM,REMOVED,28.239270310900000,-91.337594872400004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,46,1,NOT AVAILABLE,MURPHY EXPLORATION & PRODUCTION CO. - USA,THIRD PARTY,NONE,12/2/1997 0:00:00,8/6/2005 0:00:00,N,60,265,0,U,N,N,N,N,U,N,-999,323,G15261,EI,GULF OF MEXICO,5.579729825986222
GOM00034,TEMP.CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.574665338999999,-93.560649931699999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,47,1,NOT AVAILABLE,MARATHON OIL CO.,THIRD PARTY,NONE,3/19/1997 0:00:00,6/5/1999 0:00:00,N,15,35,-999,U,N,N,U,N,U,N,-999,80,G16113,WC,GULF OF MEXICO,3.555348061489414
GOM00035,#2,OFFSHORE PLATFORM,IN SERVICE,28.766554929100000,-93.447728043599994,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,55,1,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,UNKNOWN,9/29/1997 0:00:00,,N,66,95,0,G,Y,N,Y,Y,U,Y,6,401,G07619,WC,GULF OF MEXICO,4.553876891600541
GOM00036,D,OFFSHORE PLATFORM,IN SERVICE,28.766676417500001,-93.447867918000000,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,55,2,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,NATURAL GAS,4/15/2008 0:00:00,,N,66,95,0,G,Y,N,Y,Y,U,Y,6,401,G07619,WC,GULF OF MEXICO,4.553876891600541
GOM00037,B,OFFSHORE PLATFORM,REMOVED,28.370995413199999,-93.458603540499993,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,57,1,NOT AVAILABLE,MCMORAN OIL & GAS LLC,THIRD PARTY,NONE,9/26/1997 0:00:00,7/19/2008 0:00:00,N,100,181,-999,U,N,N,N,N,U,Y,-999,522,G14340,WC,GULF OF MEXICO,5.198497031265826
GOM00038,B,OFFSHORE PLATFORM,IN SERVICE,28.510793155500000,-90.678700759500003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,58,1,"BANDON OIL AND GAS, LP",FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,9/18/1997 0:00:00,,N,36,110,0,U,N,N,Y,Y,N,Y,-999,195,G03593,ST,GULF OF MEXICO,4.700480365792417
GOM00039,A,OFFSHORE PLATFORM,IN SERVICE,28.999852917700000,-89.736828409300003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,60,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NATURAL GAS,10/17/1997 0:00:00,,N,19,140,0,D,Y,N,Y,Y,U,Y,2,65,G15363,WD,GULF OF MEXICO,4.941642422609304
GOM00040,A,OFFSHORE PLATFORM,REMOVED,29.567813391900000,-88.834661655700003,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,61,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,8/16/1997 0:00:00,11/22/2013 0:00:00,N,9,46,-999,U,N,N,N,N,N,N,-999,104,G13960,MP,GULF OF MEXICO,3.828641396489095
GOM00041,A-GENESIS SPAR,OFFSHORE PLATFORM,IN SERVICE,27.779523611399998,-90.518975375799997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,67,1,CHEVRON USA INC.; EXXON MOBIL CORP.; BHP BILLITON PETROLEUM (DEEPWATER) INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,7/21/1998 0:00:00,,Y,60,2590,1,G,Y,Y,Y,Y,Y,Y,134,205,G05911,GC,GULF OF MEXICO,7.859413154693583
GOM00042,#14,OFFSHORE PLATFORM,REMOVED,29.281407329400000,-92.729954880600005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,68,1,NOT AVAILABLE,NEWFIELD EXPLORATION CO.,THIRD PARTY,NONE,9/26/1997 0:00:00,8/23/1999 0:00:00,N,23,57,0,U,N,N,N,N,U,N,-999,89,G00935,EC,GULF OF MEXICO,4.043051267834550
GOM00043,A,OFFSHORE PLATFORM,IN SERVICE,27.944030796700002,-92.877383676400001,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70,1,NOT AVAILABLE,"ENTERPRISE FIELD SERVICES, LLC",THIRD PARTY,BOTH,3/25/1998 0:00:00,,Y,113,443,-999,G,Y,N,Y,Y,U,Y,10,373,G14391,EC,GULF OF MEXICO,6.093569770045136
GOM00044,B,OFFSHORE PLATFORM,IN SERVICE,28.256634506400001,-95.565322939900000,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,74,1,NOT AVAILABLE,ATP OIL & GAS CORP.,THIRD PARTY,UNKNOWN,10/4/1997 0:00:00,,N,31,116,0,U,N,N,U,N,U,Y,-999,544,G10226,BA,GULF OF MEXICO,4.753590191106364
GOM00045,CAIS.#198,OFFSHORE PLATFORM,IN SERVICE,29.344659146300000,-91.997219891900002,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,75,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,9/9/1997 0:00:00,,N,12,17,0,U,N,N,N,N,U,N,-999,229,310,SM,GULF OF MEXICO,2.833213344056216
GOM00046,1,OFFSHORE PLATFORM,REMOVED,29.068570859200001,-92.212297814600007,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,77,1,NOT AVAILABLE,MURPHY EXPLORATION & PRODUCTION CO.,THIRD PARTY,NONE,1/1/1998 0:00:00,1/12/2004 0:00:00,N,27,62,-999,U,N,N,N,N,U,N,-999,130,G16296,VR,GULF OF MEXICO,4.127134385045092
GOM00047,A,OFFSHORE PLATFORM,IN SERVICE,28.883417822700000,-92.986644971299995,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,78,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,BOTH,5/5/1998 0:00:00,,N,52,86,0,U,N,N,Y,Y,U,Y,-999,172,G17858,EC,GULF OF MEXICO,4.454347296253507
GOM00048,B,OFFSHORE PLATFORM,REMOVED,28.468906827500000,-93.975199902599996,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,79,1,NOT AVAILABLE,"MARINER ENERGY, INC.",THIRD PARTY,NONE,12/7/1997 0:00:00,10/27/2011 0:00:00,N,74,146,0,U,N,N,N,N,U,Y,-999,A 415,G15793,HI,GULF OF MEXICO,4.983606621708336
GOM00049,B(FMR.A),OFFSHORE PLATFORM,REMOVED,28.325632476300001,-93.106887109300004,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,80,1,NOT AVAILABLE,NEWFIELD EXPLORATION CO.,THIRD PARTY,NONE,11/2/1997 0:00:00,5/27/2005 0:00:00,N,100,185,-999,U,N,N,U,N,U,Y,-999,535,G15109,WC,GULF OF MEXICO,5.220355825078324
GOM00050,A,OFFSHORE PLATFORM,REMOVED,28.274058085099998,-93.327164879600005,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,81,1,NOT AVAILABLE,JX NIPPON OIL EXPLORATION (USA) LTD.,THIRD PARTY,NONE,9/25/1997 0:00:00,7/14/2009 0:00:00,N,100,187,0,U,Y,N,Y,Y,U,Y,4,549,G16203,WC,GULF OF MEXICO,5.231108616854587
GOM00051,A,OFFSHORE PLATFORM,REMOVED,29.123469250199999,-91.453890414499995,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,84,1,NOT AVAILABLE,GRYPHON EXPLORATION CO.,THIRD PARTY,NONE,1/4/1998 0:00:00,10/18/2009 0:00:00,N,18,22,0,U,N,N,N,N,U,N,-999,83,G17962,EI,GULF OF MEXICO,3.091042453358316
GOM00052,A-CINNAMON,OFFSHORE PLATFORM,IN SERVICE,27.876549100199998,-91.872951341399997,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,85,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,UNKNOWN,9/23/1998 0:00:00,,Y,98,670,0,U,N,N,U,N,U,Y,-999,89,G15540,GC,GULF OF MEXICO,6.507277712385012
GOM00053,12,OFFSHORE PLATFORM,IN SERVICE,29.216403181899999,-91.592213201800007,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,86,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,11/19/1997 0:00:00,,N,15,21,0,U,N,N,N,N,U,Y,-999,53,479,EI,GULF OF MEXICO,3.044522437723423
GOM00054,B,OFFSHORE PLATFORM,REMOVED,28.448544059000000,-93.705623445699999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,87,1,NOT AVAILABLE,BADGER OIL CORP.,THIRD PARTY,NONE,10/22/1997 0:00:00,10/7/2012 0:00:00,N,84,158,0,U,Y,N,Y,Y,U,Y,-999,A 263,G13342,HI,GULF OF MEXICO,5.062595033026967
GOM00055,2,OFFSHORE PLATFORM,REMOVED,29.216291683600002,-91.601162248199998,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,89,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,11/20/1997 0:00:00,9/14/2013 0:00:00,N,15,21,0,U,N,N,U,N,U,N,-999,53,479,EI,GULF OF MEXICO,3.044522437723423
