PLATFRMID,NAME,TYPE,STATUS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,COMPLEXID,NOSTR,OWNER,OPERNAME,POSREL,COMMODITY,INSTALL,REMOVAL,MANNED24HR,DISTLAND,WATERDEPTH,RIGCOUNT,PWRSOURCE,PWRGENFLAG,OILPRDFLAG,GASMTRFLAG,COMPREFLAG,COMPRDFLAG,HELPRTFLAG,BEDCOUNT,BLOCKNO,LEASENO,AREANUMBER,REGION,LOG_WDEPTH,INSTALL_DATE,INSTALL_YEAR,residuals
GOM06993,C,OFFSHORE PLATFORM,IN SERVICE,28.6881222218,-92.280232178,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,32041,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,3/26/1996 0:00:00,,Y,58,130,-999,G,Y,Y,N,Y,U,Y,6,214,G02076,VR,GULF OF MEXICO,4.867534450455582,1996-03-26,1996,0.7591082769160264
GOM06994,2,OFFSHORE PLATFORM,REMOVED,29.4278926174,-92.9562476019,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,32042,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,11/19/1996 0:00:00,9/2/2010 0:00:00,N,24,46,0,U,N,N,N,N,N,Y,-999,48,768,EC,GULF OF MEXICO,3.828641396489095,1996-11-19,1996,0.43370833480439863
GOM06995,189,OFFSHORE PLATFORM,IN SERVICE,29.3268883895,-92.0117985918,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,32043,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,NONE,9/3/1996 0:00:00,,N,14,22,0,U,N,N,N,N,U,N,-999,236,G04437,SM,GULF OF MEXICO,3.091042453358316,1996-09-03,1996,-0.24157455785669057
GOM06996,1,OFFSHORE PLATFORM,REMOVED,28.8757769838,-91.4614736357,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,32044,1,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,NONE,3/18/2001 0:00:00,2/19/2010 0:00:00,N,47,55,0,U,N,N,U,N,U,N,-999,147,G15243,EI,GULF OF MEXICO,4.007333185232471,2001-03-18,2001,0.02413075378329932
GOM06997,4 B,OFFSHORE PLATFORM,IN SERVICE,29.3043877786,-92.9916672961,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33022,1,NOT AVAILABLE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",THIRD PARTY,UNKNOWN,7/3/1996 0:00:00,,N,25,55,0,U,N,N,N,N,N,Y,-999,82,G08640,EC,GULF OF MEXICO,4.007333185232471,1996-07-03,1996,0.5348127959798488
GOM06998,A(MAHOGANY),OFFSHORE PLATFORM,IN SERVICE,28.0617338179,-91.0618594408,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33028,1,"W & T OFFSHORE, INC.","W & T OFFSHORE, INC.",THIRD PARTY,BOTH,1/1/1996 0:00:00,,Y,77,375,1,G,Y,Y,Y,Y,N,Y,26,349,G12008,SS,GULF OF MEXICO,5.926926025970411,1996-01-01,1996,0.03340270326376871
GOM06999,C,OFFSHORE PLATFORM,REMOVED,28.6046871559,-91.543530741,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33029,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,NONE,4/13/1996 0:00:00,4/16/2000 0:00:00,N,42,117,0,D,N,N,N,N,U,N,-999,229,G05505,EI,GULF OF MEXICO,4.762173934797756,1996-04-13,1996,0.3259798714852149
GOM07000,CAIS.#2,OFFSHORE PLATFORM,REMOVED,29.2875571851,-92.3088465983,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33031,1,NOT AVAILABLE,UNION OIL CO. OF CALIFORNIA,THIRD PARTY,NONE,7/12/1996 0:00:00,8/6/2000 0:00:00,N,21,23,0,U,N,N,N,N,U,Y,-999,75,G12863,VR,GULF OF MEXICO,3.13549421592915,1996-07-12,1996,-0.250145860600703
GOM07001,P,OFFSHORE PLATFORM,IN SERVICE,28.572740156,-91.9595756902,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33032,1,FIELDWOOD ENERGY LLC; FIELDWOOD ENERGY OFFSHORE LLC,"GARDEN BANKS GAS PIPELINE, LLC",THIRD PARTY,UNKNOWN,1/1/1996 0:00:00,,Y,62,140,-999,G,N,N,N,N,N,Y,6,76,G01208,SM,GULF OF MEXICO,4.941642422609304,1996-01-01,1996,0.5752291957752202
GOM07002,A,OFFSHORE PLATFORM,IN SERVICE,29.1512925628,-91.759775989,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33033,1,NOT AVAILABLE,ATP OIL & GAS CORP.,THIRD PARTY,UNKNOWN,8/3/1996 0:00:00,,N,22,21,0,U,N,N,N,N,U,Y,-999,71,G12906,EI,GULF OF MEXICO,3.044522437723423,1996-08-03,1996,-0.4901285979728196
GOM07003,1,OFFSHORE PLATFORM,REMOVED,29.4452270648,-92.4526236706,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33034,1,NOT AVAILABLE,NEWFIELD EXPLORATION GULF COAST LLC,THIRD PARTY,NONE,7/30/1996 0:00:00,8/3/1999 0:00:00,N,8,26,0,U,N,N,N,N,N,Y,-999,37,G15162,VR,GULF OF MEXICO,3.258096538021482,1996-07-30,1996,-0.019967532834152646
GOM07004,CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.4782410789,-92.7827431436,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33036,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,8/5/1996 0:00:00,4/14/2005 0:00:00,N,15,45,0,U,N,Y,N,N,U,N,-999,42,G02857,EC,GULF OF MEXICO,3.80666248977032,1996-08-05,1996,0.4810704749858865
GOM07005,A,OFFSHORE PLATFORM,REMOVED,28.4019255379,-92.8057699246,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33038,1,NOT AVAILABLE,WALTER OIL & GAS CORP.,THIRD PARTY,NONE,1/1/1996 0:00:00,5/21/2004 0:00:00,N,80,181,1,U,N,N,Y,N,N,Y,26,276,G12845,EC,GULF OF MEXICO,5.198497031265826,1996-01-01,1996,0.7359181648319391
GOM07006,A(BALDPATE),OFFSHORE PLATFORM,IN SERVICE,27.7336215252,-91.9937229147,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33039,1,ANADARKO US OFFSHORE LLC; HESS CORP.,HESS CORP.,THIRD PARTY,BOTH,5/31/1998 0:00:00,,Y,110,1648,0,B,Y,Y,Y,Y,U,Y,64,260,G07462,GB,GULF OF MEXICO,7.407317710469417,1998-05-31,1998,1.242685406395796
GOM07007,B,OFFSHORE PLATFORM,REMOVED,28.8791612953,-95.0545385363,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40000,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,10/27/1996 0:00:00,1/23/2013 0:00:00,N,12,66,0,U,N,N,N,N,U,Y,-999,303,G04565,GA,GULF OF MEXICO,4.189654742026425,1996-10-27,1996,-0.15349484752604248
GOM07008,A,OFFSHORE PLATFORM,REMOVED,28.4920256838,-93.9500441258,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40001,1,NOT AVAILABLE,"MARINER ENERGY, INC.",THIRD PARTY,NONE,11/30/1996 0:00:00,7/9/2012 0:00:00,N,74,139,0,U,N,N,N,Y,U,Y,-999,A 416,G15794,HI,GULF OF MEXICO,4.934473933130691,1996-11-30,1996,0.6410985672907978
GOM07009,A(CAISSON-MOPU,OFFSHORE PLATFORM,REMOVED,28.4146186715,-93.5826179542,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40004,1,NOT AVAILABLE,FOREST OIL CORP.,THIRD PARTY,NONE,12/10/1996 0:00:00,9/1/1997 0:00:00,Y,90,168,0,U,Y,N,Y,N,U,Y,-999,A 274,G15806,HI,GULF OF MEXICO,5.123963979403259,1996-12-10,1996,0.7534484453533583
GOM07010,2,OFFSHORE PLATFORM,REMOVED,29.0129689357,-94.2011115633,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40005,1,NOT AVAILABLE,"ENERGY RESOURCE TECHNOLOGY, INC.",THIRD PARTY,NONE,1/18/1998 0:00:00,9/29/1999 0:00:00,N,35,59,-999,U,N,N,U,N,U,N,-999,A  23,G13330,HI,GULF OF MEXICO,4.07753744390572,1998-01-18,1998,0.11690337841434317
GOM07011,D,OFFSHORE PLATFORM,IN SERVICE,29.2659732103,-94.3335605717,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40006,1,NOT AVAILABLE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",THIRD PARTY,UNKNOWN,1/1/1996 0:00:00,,N,19,52,0,U,N,N,N,N,U,N,0,140,518,HI,GULF OF MEXICO,3.951243718581428,1996-01-01,1996,0.0082872141294148
GOM07012,A,OFFSHORE PLATFORM,REMOVED,28.0274230789,-94.0431776666,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40007,1,NOT AVAILABLE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",THIRD PARTY,NONE,3/30/1997 0:00:00,8/28/2010 0:00:00,N,86,252,0,U,N,N,N,Y,U,Y,0,A 544,G14897,HI,GULF OF MEXICO,5.529429087511423,1997-03-30,1997,0.6486994796506655
GOM07013,3,OFFSHORE PLATFORM,REMOVED,29.4416283879,-94.1460164173,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40009,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,1/21/1997 0:00:00,6/29/2014 0:00:00,N,12,44,0,U,N,N,N,N,U,N,-999,52,511,HI,GULF OF MEXICO,3.784189633918261,1997-01-21,1997,-0.05525148423518411
GOM07014,2,OFFSHORE PLATFORM,REMOVED,29.4250462394,-94.1183000421,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40010,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,4/18/1997 0:00:00,6/25/2014 0:00:00,N,14,44,0,U,N,N,N,N,U,N,0,52,512,HI,GULF OF MEXICO,3.784189633918261,1997-04-18,1997,-0.04233261215674
GOM07015,CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.4090484839,-94.1177867211,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40011,1,NOT AVAILABLE,"IP PETROLEUM CO., INC.",THIRD PARTY,NONE,3/1/1998 0:00:00,3/30/1999 0:00:00,N,19,45,-999,U,N,N,U,N,U,N,-999,68,G15771,HI,GULF OF MEXICO,3.80666248977032,1998-03-01,1998,-0.020597880080726494
GOM07016,#9,OFFSHORE PLATFORM,REMOVED,29.465868139,-93.7919306855,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40013,1,NOT AVAILABLE,"MERIT ENERGY CO., LLC",THIRD PARTY,NONE,7/17/1997 0:00:00,5/25/2010 0:00:00,N,14,27,0,U,N,N,U,N,U,N,-999,39,G04078,HI,GULF OF MEXICO,3.295836866004329,1997-07-17,1997,-0.37659884561428925
GOM07017,5,OFFSHORE PLATFORM,REMOVED,28.8710372192,-95.0665866405,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40014,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,4/14/1997 0:00:00,1/31/2013 0:00:00,N,12,65,0,U,N,N,N,N,U,Y,-999,303,G04565,GA,GULF OF MEXICO,4.174387269895637,1997-04-14,1997,-0.17611555473025486
GOM07018,TEMP.CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.2911442698,-93.8072992456,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40016,1,NOT AVAILABLE,SHELL OFFSHORE INC.,THIRD PARTY,NONE,6/15/1997 0:00:00,5/25/2001 0:00:00,N,30,50,0,U,N,N,U,N,U,Y,-999,119,G14882,HI,GULF OF MEXICO,3.912023005428146,1997-06-15,1997,0.19413044688641135
GOM07019,CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.3160195285,-93.9053001146,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40017,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,7/22/1997 0:00:00,7/8/2004 0:00:00,N,27,43,0,U,N,N,U,N,U,N,-999,117,G17147,HI,GULF OF MEXICO,3.761200115693562,1997-07-22,1997,0.012465131825145193
GOM07020,JA,OFFSHORE PLATFORM,REMOVED,29.3136689001,-93.1687194165,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50000,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,11/11/1996 0:00:00,8/29/2002 0:00:00,N,27,55,0,U,N,N,N,N,N,Y,-999,199,G14319,WC,GULF OF MEXICO,4.007333185232471,1996-11-11,1996,0.4985107086470064
GOM07021,A,OFFSHORE PLATFORM,REMOVED,28.0275419335,-93.3172400489,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50001,1,NOT AVAILABLE,MURPHY EXPLORATION & PRODUCTION CO.,THIRD PARTY,NONE,11/30/1996 0:00:00,6/23/2004 0:00:00,N,110,326,0,U,Y,N,N,Y,N,Y,8,631,G15120,WC,GULF OF MEXICO,5.786897381366708,1996-11-30,1996,0.7981487252756603
GOM07022,B,OFFSHORE PLATFORM,REMOVED,29.3034669943,-93.6441598699,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50003,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,5/28/1997 0:00:00,8/17/2005 0:00:00,N,30,45,0,U,N,N,U,N,N,Y,-999,294,G04090,WC,GULF OF MEXICO,3.80666248977032,1997-05-28,1997,0.15114258888316323
GOM07023,JA,OFFSHORE PLATFORM,REMOVED,28.8526624446,-93.1312313911,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50004,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,2/17/1997 0:00:00,10/10/2003 0:00:00,N,60,79,0,U,N,N,Y,N,U,Y,0,275,G14324,WC,GULF OF MEXICO,4.369447852467021,1997-02-17,1997,0.5099908465229976
GOM07024,#1,OFFSHORE PLATFORM,REMOVED,29.2678702914,-93.3594855646,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50005,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,1/18/1997 0:00:00,10/31/2007 0:00:00,N,40,56,0,U,N,N,N,N,U,Y,-999,206,G03496,WC,GULF OF MEXICO,4.02535169073515,1997-01-18,1997,0.4422497857390937
GOM07025,1,OFFSHORE PLATFORM,REMOVED,29.6375955338,-93.6872521111,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50008,1,NOT AVAILABLE,BURLINGTON RESOURCES OFFSHORE INC.,THIRD PARTY,NONE,3/9/1997 0:00:00,8/23/1999 0:00:00,N,10,35,0,U,N,N,U,N,U,Y,-999,54,G14304,WC,GULF OF MEXICO,3.555348061489414,1997-03-09,1997,-0.05604886844915047
GOM07026,B,OFFSHORE PLATFORM,IN SERVICE,28.4541368221,-93.4718623226,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50010,1,"M21K, LLC; HILLCREST GOM, INC.; DYNAMIC OFFSHORE RESOURCES NS, LLC; OTHER","ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,3/13/1998 0:00:00,,Y,87,159,0,B,Y,Y,N,Y,U,Y,20,498,G03520,WC,GULF OF MEXICO,5.068904202220232,1998-03-13,1998,0.746513869600471
GOM07027,B-AUX,OFFSHORE PLATFORM,IN SERVICE,28.4533985348,-93.4716071364,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50010,2,"M21K, LLC; HILLCREST GOM, INC.; DYNAMIC OFFSHORE RESOURCES NS, LLC; OTHER","ENERGY XXI GOM, LLC",THIRD PARTY,UNKNOWN,3/13/1998 0:00:00,,Y,87,159,0,B,Y,Y,N,Y,U,Y,20,498,G03520,WC,GULF OF MEXICO,5.068904202220232,1998-03-13,1998,0.7455663830258112
GOM07028,A,OFFSHORE PLATFORM,REMOVED,28.9274977973,-93.3504347688,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50011,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,5/17/1997 0:00:00,6/10/2005 0:00:00,N,60,78,0,U,N,N,N,N,U,Y,-999,364,G15083,WC,GULF OF MEXICO,4.356708826689592,1997-05-17,1997,0.5443988064503538
GOM07029,B,OFFSHORE PLATFORM,REMOVED,29.5663165722,-93.639200118,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50012,1,NOT AVAILABLE,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,NONE,3/31/1997 0:00:00,10/28/2012 0:00:00,N,12,40,0,U,N,N,N,N,U,Y,-999,91,G13557,WC,GULF OF MEXICO,3.688879454113936,1997-03-31,1997,0.09584727786591962
GOM07030,1,OFFSHORE PLATFORM,REMOVED,29.2809405595,-93.1236765081,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50013,1,NOT AVAILABLE,ATP OIL & GAS CORP.,THIRD PARTY,NONE,4/16/1997 0:00:00,1/10/2003 0:00:00,N,35,58,0,U,N,N,N,N,U,Y,-999,201,G13833,WC,GULF OF MEXICO,4.060443010546419,1997-04-16,1997,0.5442129097714998
GOM07031,A,OFFSHORE PLATFORM,IN SERVICE,28.5970619549,-93.1787794119,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50014,1,NOT AVAILABLE,ATP OIL & GAS CORP.,THIRD PARTY,UNKNOWN,4/28/1997 0:00:00,,N,75,128,0,D,Y,N,N,Y,U,Y,-999,461,G14336,WC,GULF OF MEXICO,4.852030263919617,1997-04-28,1997,0.7029857948802354
GOM07032,B,OFFSHORE PLATFORM,REMOVED,28.2475069273,-93.1853366681,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,50015,1,NOT AVAILABLE,MCMORAN OIL & GAS LLC,THIRD PARTY,NONE,7/2/1997 0:00:00,7/16/2010 0:00:00,N,100,198,-999,G,Y,N,N,N,U,Y,4,561,G04094,WC,GULF OF MEXICO,5.288267030694535,1997-07-02,1997,0.643374345294526
GOM07033,B,OFFSHORE PLATFORM,REMOVED,28.0787360791,-96.5342151632,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,60000,1,NOT AVAILABLE,GOM SHELF LLC,THIRD PARTY,NONE,3/21/1997 0:00:00,10/20/2008 0:00:00,N,14,73,0,U,N,N,N,N,N,Y,-999,633,G06042,MI,GULF OF MEXICO,4.290459441148391,1997-03-21,1997,-0.9792050032165438
GOM07034,A,OFFSHORE PLATFORM,REMOVED,28.1865308702,-96.0441200199,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,60001,1,NOT AVAILABLE,GOM SHELF LLC,THIRD PARTY,NONE,1/1/1997 0:00:00,8/2/2010 0:00:00,N,24,90,0,U,N,N,U,N,U,Y,-999,586,G14791,MI,GULF OF MEXICO,4.499809670330265,1997-01-01,1997,-0.5192148351852524
GOM07035,#4,OFFSHORE PLATFORM,REMOVED,29.0506906935,-89.5209285102,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70000,1,NOT AVAILABLE,"PALM ENERGY OFFSHORE, LLC",THIRD PARTY,NONE,8/12/1997 0:00:00,4/30/2011 0:00:00,N,13,50,-999,U,N,N,U,N,U,N,-999,58,146,WD,GULF OF MEXICO,3.912023005428146,1997-08-12,1997,-0.5231156074483256
GOM07036,1,OFFSHORE PLATFORM,REMOVED,29.2864364519,-89.0299585294,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70001,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,1/1/1969 0:00:00,12/18/1997 0:00:00,N,4,30,0,U,N,N,N,N,N,N,-999,69,372,MP,GULF OF MEXICO,3.401197381662155,1969-01-01,1969,-0.7913706452138056
GOM07037,A,OFFSHORE PLATFORM,REMOVED,29.8582751544,-87.9091651392,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70002,1,NOT AVAILABLE,"EOG RESOURCES, INC.",THIRD PARTY,NONE,11/11/1996 0:00:00,9/8/2010 0:00:00,N,23,103,-999,G,Y,N,Y,Y,N,Y,6,124,G08770,VK,GULF OF MEXICO,4.634728988229636,1996-11-11,1996,1.0206155241748824
GOM07038,A-URSA TLP,OFFSHORE PLATFORM,IN SERVICE,28.1542871695,-89.1035821665,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70004,1,SHELL OFFSHORE INC.; BP EXPLORATION & PRODUCTION INC.; EXXON MOBIL CORP.; CONOCOPHILLIPS CO.,SHELL OFFSHORE INC.,THIRD PARTY,BOTH,12/28/1998 0:00:00,,Y,62,3970,1,G,Y,Y,N,Y,Y,Y,156,809,G05868,MC,GULF OF MEXICO,8.286521373681236,1998-12-28,1998,1.0558598134811028
GOM07039,1,OFFSHORE PLATFORM,REMOVED,29.9481513178,-87.9444534199,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70006,1,NOT AVAILABLE,"EP ENERGY MANAGEMENT, LLC",THIRD PARTY,NONE,1/25/1997 0:00:00,4/21/2001 0:00:00,N,30,115,0,U,N,N,N,N,U,N,-999,35,G13978,VK,GULF OF MEXICO,4.74493212836325,1997-01-25,1997,1.3297535781592318
GOM07040,K,OFFSHORE PLATFORM,IN SERVICE,28.7951278567,-90.2103334275,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70007,1,NOT AVAILABLE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",THIRD PARTY,NATURAL GAS,2/6/1997 0:00:00,,N,19,93,0,U,N,N,N,N,Y,N,-999,63,599,ST,GULF OF MEXICO,4.532599493153256,1997-02-06,1997,-0.09364664451949523
GOM07041,A,OFFSHORE PLATFORM,IN SERVICE,29.2256915895,-94.578547812,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70008,1,"FIELDWOOD ENERGY LLC; ENVEN ENERGY VENTURES, LLC; FIELDWOOD ENERGY OFFSHORE LLC",FIELDWOOD ENERGY LLC,THIRD PARTY,BOTH,10/26/1996 0:00:00,,N,11,53,0,U,N,N,N,N,U,Y,-999,151,G15740,GA,GULF OF MEXICO,3.970291913552122,1996-10-26,1996,-0.09426994494644214
GOM07042,A,OFFSHORE PLATFORM,IN SERVICE,29.3457210872,-88.851370449,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70009,1,NOT AVAILABLE,ENI US OPERATING CO. INC.,THIRD PARTY,UNKNOWN,4/23/1997 0:00:00,,N,13,120,0,U,N,N,U,N,Y,Y,-999,139,G13653,MP,GULF OF MEXICO,4.787491742782046,1997-04-23,1997,0.6224383865473522
