PLATFRMID,NAME,TYPE,STATUS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,COMPLEXID,NOSTR,OWNER,OPERNAME,POSREL,COMMODITY,INSTALL,REMOVAL,MANNED24HR,DISTLAND,WATERDEPTH,RIGCOUNT,PWRSOURCE,PWRGENFLAG,OILPRDFLAG,GASMTRFLAG,COMPREFLAG,COMPRDFLAG,HELPRTFLAG,BEDCOUNT,BLOCKNO,LEASENO,AREANUMBER,REGION,LOG_WDEPTH,INSTALL_DATE,INSTALL_YEAR,residuals
GOM00001,1,OFFSHORE PLATFORM,REMOVED,29.4751448832,-93.8130031241,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,2,1,NOT AVAILABLE,"MERIT ENERGY CO., LLC",THIRD PARTY,NONE,1/5/1998 0:00:00,6/9/2010 0:00:00,N,12,38,0,U,N,N,U,N,U,Y,-999,38,G14878,HI,GULF OF MEXICO,3.637586159726386,1998-01-05,1998,-0.04289653322193088
GOM00002,C,OFFSHORE PLATFORM,REMOVED,29.1753931703,-94.3719668304,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,3,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,2/28/1997 0:00:00,8/8/2013 0:00:00,N,23,54,0,U,N,N,N,N,U,Y,-999,176,G06164,HI,GULF OF MEXICO,3.988984046564275,1997-02-28,1997,0.013757760166646538
GOM00003,1,OFFSHORE PLATFORM,REMOVED,28.9541660185,-93.0147565168,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,4,1,NOT AVAILABLE,"CAIRN ENERGY USA, INC.",THIRD PARTY,NONE,8/26/1997 0:00:00,6/29/2003 0:00:00,N,50,76,0,U,N,N,Y,N,U,Y,-999,263,G15072,WC,GULF OF MEXICO,4.330733340286331,1997-08-26,1997,0.5797942078079519
GOM00004,9,OFFSHORE PLATFORM,REMOVED,29.0683064761,-89.795079994,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,5,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,7/22/1997 0:00:00,11/4/2007 0:00:00,N,15,97,0,G,N,N,U,N,U,N,-999,40,G01072,WD,GULF OF MEXICO,4.574710978503383,1997-07-22,1997,0.32375167801182414
GOM00005,CAIS.#21(PLF.CF,OFFSHORE PLATFORM,IN SERVICE,28.89890326,-90.5044168323,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,6,1,CHEVRON USA INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,6/19/1997 0:00:00,,N,11,55,0,U,N,N,N,N,N,N,-999,51,G01240,ST,GULF OF MEXICO,4.007333185232471,1997-06-19,1997,-0.2598592940410187
GOM00006,B,OFFSHORE PLATFORM,REMOVED,29.1157744585,-88.768342948,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,8,1,CHEVRON USA INC.,WALTER OIL & GAS CORP.,THIRD PARTY,NONE,8/15/1997 0:00:00,9/26/2009 0:00:00,N,16,283,0,U,N,N,U,N,U,Y,-999,313,G04127,MP,GULF OF MEXICO,5.645446897643238,1997-08-15,1997,0.8931243247145044
GOM00007,E-1,OFFSHORE PLATFORM,IN SERVICE,29.0623297969,-91.2971779914,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,10,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,8/30/1977 0:00:00,,N,7,15,0,U,N,N,N,N,N,N,-999,32,335,SS,GULF OF MEXICO,2.70805020110221,1977-08-30,1977,-1.0182148972671574
GOM00008,F,OFFSHORE PLATFORM,REMOVED,29.1245644681,-91.1884704249,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,11,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,8/30/1997 0:00:00,11/28/2010 0:00:00,N,7,15,0,U,N,N,U,N,U,N,-999,29,345,SS,GULF OF MEXICO,2.70805020110221,1997-08-30,1997,-0.9469580433846976
GOM00009,D,OFFSHORE PLATFORM,REMOVED,28.2939859775,-93.9763083798,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,12,1,NOT AVAILABLE,"MARINER ENERGY, INC.",THIRD PARTY,NONE,8/13/1997 0:00:00,9/29/2008 0:00:00,N,93,187,0,U,N,N,N,N,U,Y,-999,A 467,G02688,HI,GULF OF MEXICO,5.231108616854587,1997-08-13,1997,0.7099568513202454
GOM00010,6,OFFSHORE PLATFORM,REMOVED,28.8535730447,-92.1423568874,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,13,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,7/20/1997 0:00:00,7/19/2009 0:00:00,N,50,93,0,U,N,N,N,N,U,N,-999,28,G09536,SM,GULF OF MEXICO,4.532599493153256,1997-07-20,1997,0.644434202630336
GOM00011,A,OFFSHORE PLATFORM,REMOVED,29.1395424982,-92.9897078633,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,14,1,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,NONE,8/5/1997 0:00:00,9/23/2003 0:00:00,N,52,70,0,G,Y,N,N,N,U,Y,8,118,G14362,EC,GULF OF MEXICO,4.248495242049359,1997-08-05,1997,0.6613449103327023
GOM00012,E,OFFSHORE PLATFORM,IN SERVICE,29.1202421396,-91.1792256304,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,16,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,8/30/1997 0:00:00,,N,7,12,0,U,N,N,N,N,N,N,-999,28,346,SS,GULF OF MEXICO,2.484906649788,1997-08-30,1997,-1.1785384261913254
GOM00013,7,OFFSHORE PLATFORM,REMOVED,29.2651850306,-91.5708902687,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,17,1,NOT AVAILABLE,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,NONE,10/11/1996 0:00:00,7/21/2011 0:00:00,N,15,13,0,U,N,N,U,N,N,N,-999,42,NOT AVAILABLE,EI,GULF OF MEXICO,2.564949357461537,1996-10-11,1996,-0.8449580939531733
GOM00014,"11""""A""""",OFFSHORE PLATFORM,IN SERVICE,28.9601772535,-89.2747337103,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,19,1,NOT AVAILABLE,"WHITNEY OIL & GAS, LLC",THIRD PARTY,NONE,4/10/1996 0:00:00,,N,4,82,0,U,N,N,U,N,U,N,-999,27,693,SP,GULF OF MEXICO,4.406719247264253,1996-04-10,1996,-0.3873524212437145
GOM00015,D,OFFSHORE PLATFORM,IN SERVICE,28.6067977977,-92.0736007322,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,21,1,ANKOR E&P HOLDINGS CORP.; KOA ENERGY LP; SAMSUNG OIL & GAS USA CORP.,ANKOR ENERGY LLC,THIRD PARTY,BOTH,11/21/1997 0:00:00,,N,61,136,0,G,Y,Y,N,N,U,Y,2,73,G01205,SM,GULF OF MEXICO,4.912654885736052,1997-11-21,1997,0.6335090703809021
GOM00016,C,OFFSHORE PLATFORM,IN SERVICE,28.2733023227,-91.8661036455,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,24,1,"FIELDWOOD ENERGY OFFSHORE LLC; DYNAMIC OFFSHORE RESOURCES NS, LLC;",FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,8/2/1997 0:00:00,,N,76,228,0,D,Y,Y,N,N,U,Y,2,142,G01216,SM,GULF OF MEXICO,5.429345628954441,1997-08-02,1997,0.4572573245838685
GOM00017,JB,OFFSHORE PLATFORM,IN SERVICE,28.8479373092,-90.5241017623,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,25,1,APACHE CORP.,"ARENA OFFSHORE, LP",THIRD PARTY,BOTH,9/5/1997 0:00:00,,N,14,64,0,U,N,Y,U,N,U,Y,-999,25,G14535,PL,GULF OF MEXICO,4.158883083359671,1997-09-05,1997,-0.20237845283067024
GOM00018,JC,OFFSHORE PLATFORM,REMOVED,28.850361687,-90.517345362,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,26,1,APACHE CORP.,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,9/5/1997 0:00:00,9/6/2014 0:00:00,N,14,63,0,U,N,N,U,N,U,N,-999,25,G14535,PL,GULF OF MEXICO,4.143134726391533,1997-09-05,1997,-0.21620372400955024
GOM00019,186,OFFSHORE PLATFORM,REMOVED,29.453510639,-92.0568634245,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,27,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,7/29/1997 0:00:00,6/2/2014 0:00:00,N,7,14,0,U,N,N,N,N,U,N,-999,217,310,SM,GULF OF MEXICO,2.639057329615258,1997-07-29,1997,-0.5818658657145024
GOM00020,6,OFFSHORE PLATFORM,REMOVED,29.4084308769,-92.3591894629,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,28,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,11/28/1997 0:00:00,10/11/2007 0:00:00,N,10,25,0,U,N,N,N,N,U,N,-999,46,79,VR,GULF OF MEXICO,3.218875824868201,1997-11-28,1997,-0.07181478504830885
GOM00021,B,OFFSHORE PLATFORM,REMOVED,28.8321488176,-92.7604386699,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,29,1,NOT AVAILABLE,THE HOUSTON EXPLORATION CO.,THIRD PARTY,NONE,10/10/1997 0:00:00,2/7/2001 0:00:00,N,60,95,0,U,N,N,N,N,U,Y,-999,185,G05377,EC,GULF OF MEXICO,4.553876891600541,1997-10-10,1997,0.6816959049303675
GOM00022,F,OFFSHORE PLATFORM,REMOVED,28.7534889111,-91.9206382454,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,31,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,10/6/1997 0:00:00,6/9/2013 0:00:00,N,49,100,0,U,N,N,N,N,U,N,-999,48,786,SM,GULF OF MEXICO,4.605170185988092,1997-10-06,1997,0.5305591947574353
GOM00023,F,OFFSHORE PLATFORM,IN SERVICE,28.1615965314,-92.989493274,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,32,1,"ENERGY XXI GOM, LLC; BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC","ENERGY XXI GOM, LLC",THIRD PARTY,BOTH,1/1/1997 0:00:00,,N,100,248,0,U,N,N,N,N,U,Y,-999,334,G02062,EC,GULF OF MEXICO,5.513428746164982,1997-01-01,1997,0.6863295665528764
GOM00024,196,OFFSHORE PLATFORM,IN SERVICE,29.2951620964,-91.8761503051,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,33,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,BOTH,8/8/1997 0:00:00,,N,12,23,0,U,N,Y,N,N,U,N,-999,240,310,SM,GULF OF MEXICO,3.13549421592915,1997-08-08,1997,-0.22761194117675343
GOM00025,2,OFFSHORE PLATFORM,REMOVED,29.9683556982,-88.523800503,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,35,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,8/17/1997 0:00:00,3/27/1998 0:00:00,N,22,89,-999,U,N,N,U,N,U,N,-999,24,G08763,VK,GULF OF MEXICO,4.48863636973214,1997-08-17,1997,1.3766648935645573
GOM00026,A,OFFSHORE PLATFORM,IN SERVICE,29.3476619562,-88.1133126503,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,36,1,NOT AVAILABLE,"TRANSCONTINENTAL GAS PIPE LINE CO., LLC",THIRD PARTY,UNKNOWN,1/1/1998 0:00:00,,N,53,282,-999,G,N,N,N,N,U,Y,-999,261,NOT AVAILABLE,MP,GULF OF MEXICO,5.641907070938114,1998-01-01,1998,1.0012579117515905
GOM00027,14,OFFSHORE PLATFORM,IN SERVICE,28.9885034104,-91.4492390386,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,37,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,10/8/1997 0:00:00,,N,20,37,0,U,N,N,N,N,U,N,-999,120,50,EI,GULF OF MEXICO,3.610917912644224,1997-10-08,1997,-0.1961188809414427
GOM00028,24,OFFSHORE PLATFORM,REMOVED,29.0458866844,-91.4505078438,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,38,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,8/20/1997 0:00:00,10/17/2014 0:00:00,N,17,24,0,U,N,N,N,N,U,N,-999,105,797,EI,GULF OF MEXICO,3.178053830347946,1997-08-20,1997,-0.5423631511624789
GOM00029,A,OFFSHORE PLATFORM,REMOVED,29.5124605145,-88.3041606475,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,39,1,NOT AVAILABLE,"VASTAR RESOURCES, INC.",THIRD PARTY,NONE,3/4/1998 0:00:00,2/23/2004 0:00:00,N,48,163,1,U,N,N,U,N,U,Y,-999,199,G12093,MP,GULF OF MEXICO,5.093750200806762,1998-03-04,1998,0.9705696307918243
GOM00030,C,OFFSHORE PLATFORM,REMOVED,28.6447245189,-90.8885643977,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,40,1,NOT AVAILABLE,FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,NONE,11/10/1997 0:00:00,10/29/2012 0:00:00,N,27,55,0,U,N,N,U,N,U,N,-999,166,G05549,SS,GULF OF MEXICO,4.007333185232471,1997-11-10,1997,-0.6098270497239016
GOM00031,A,OFFSHORE PLATFORM,IN SERVICE,29.9032767794,-88.4848403777,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,43,1,NOT AVAILABLE,"EPL OIL & GAS, INC.",THIRD PARTY,UNKNOWN,8/12/1997 0:00:00,,N,19,99,-999,U,N,Y,U,N,U,Y,-999,68,G08765,VK,GULF OF MEXICO,4.59511985013459,1997-08-12,1997,1.3535772578687029
GOM00032,A,OFFSHORE PLATFORM,REMOVED,27.5572544649,-96.8159043296,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,45,1,NOT AVAILABLE,WILLIAMS PRODUCTION RMT CO.,THIRD PARTY,NONE,11/30/1997 0:00:00,7/22/2002 0:00:00,N,25,125,0,U,N,N,Y,N,N,Y,-999,803,G17076,MU,GULF OF MEXICO,4.828313737302302,1997-11-30,1997,-0.8831911565598816
GOM00033,A,OFFSHORE PLATFORM,REMOVED,28.2392703109,-91.3375948724,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,46,1,NOT AVAILABLE,MURPHY EXPLORATION & PRODUCTION CO. - USA,THIRD PARTY,NONE,12/2/1997 0:00:00,8/6/2005 0:00:00,N,60,265,0,U,N,N,N,N,U,N,-999,323,G15261,EI,GULF OF MEXICO,5.579729825986222,1997-12-02,1997,0.286053194353288
GOM00034,TEMP.CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.574665339,-93.5606499317,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,47,1,NOT AVAILABLE,MARATHON OIL CO.,THIRD PARTY,NONE,3/19/1997 0:00:00,6/5/1999 0:00:00,N,15,35,-999,U,N,N,U,N,U,N,-999,80,G16113,WC,GULF OF MEXICO,3.555348061489414,1997-03-19,1997,-0.0022407651745455226
GOM00035,#2,OFFSHORE PLATFORM,IN SERVICE,28.7665549291,-93.4477280436,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,55,1,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,UNKNOWN,9/29/1997 0:00:00,,N,66,95,0,G,Y,N,Y,Y,U,Y,6,401,G07619,WC,GULF OF MEXICO,4.553876891600541,1997-09-29,1997,0.5834869292277487
GOM00036,D,OFFSHORE PLATFORM,IN SERVICE,28.7666764175,-93.447867918,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,55,2,NOT AVAILABLE,"PETROQUEST ENERGY, LLC",THIRD PARTY,NATURAL GAS,4/15/2008 0:00:00,,N,66,95,0,G,Y,N,Y,Y,U,Y,6,401,G07619,WC,GULF OF MEXICO,4.553876891600541,2008-04-15,2008,0.5835918431118641
GOM00037,B,OFFSHORE PLATFORM,REMOVED,28.3709954132,-93.4586035405,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,57,1,NOT AVAILABLE,MCMORAN OIL & GAS LLC,THIRD PARTY,NONE,9/26/1997 0:00:00,7/19/2008 0:00:00,N,100,181,-999,U,N,N,N,N,U,Y,-999,522,G14340,WC,GULF OF MEXICO,5.198497031265826,1997-09-26,1997,0.7659031450673792
GOM00038,B,OFFSHORE PLATFORM,IN SERVICE,28.5107931555,-90.6787007595,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,58,1,"BANDON OIL AND GAS, LP",FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,9/18/1997 0:00:00,,N,36,110,0,U,N,N,Y,Y,N,Y,-999,195,G03593,ST,GULF OF MEXICO,4.700480365792417,1997-09-18,1997,-0.3170227916466066
GOM00039,A,OFFSHORE PLATFORM,IN SERVICE,28.9998529177,-89.7368284093,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,60,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NATURAL GAS,10/17/1997 0:00:00,,N,19,140,0,D,Y,N,Y,Y,U,Y,2,65,G15363,WD,GULF OF MEXICO,4.941642422609304,1997-10-17,1997,0.5132907681287104
GOM00040,A,OFFSHORE PLATFORM,REMOVED,29.5678133919,-88.8346616557,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,61,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,8/16/1997 0:00:00,11/22/2013 0:00:00,N,9,46,-999,U,N,N,N,N,N,N,-999,104,G13960,MP,GULF OF MEXICO,3.828641396489095,1997-08-16,1997,0.11821353169061943
GOM00041,A-GENESIS SPAR,OFFSHORE PLATFORM,IN SERVICE,27.7795236114,-90.5189753758,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,67,1,CHEVRON USA INC.; EXXON MOBIL CORP.; BHP BILLITON PETROLEUM (DEEPWATER) INC.,CHEVRON USA INC.,THIRD PARTY,BOTH,7/21/1998 0:00:00,,Y,60,2590,1,G,Y,Y,Y,Y,Y,Y,134,205,G05911,GC,GULF OF MEXICO,7.859413154693583,1998-07-21,1998,0.7487068187131163
GOM00042,#14,OFFSHORE PLATFORM,REMOVED,29.2814073294,-92.7299548806,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,68,1,NOT AVAILABLE,NEWFIELD EXPLORATION CO.,THIRD PARTY,NONE,9/26/1997 0:00:00,8/23/1999 0:00:00,N,23,57,0,U,N,N,N,N,U,N,-999,89,G00935,EC,GULF OF MEXICO,4.04305126783455,1997-09-26,1997,0.6036182230337426
GOM00043,A,OFFSHORE PLATFORM,IN SERVICE,27.9440307967,-92.8773836764,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,70,1,NOT AVAILABLE,"ENTERPRISE FIELD SERVICES, LLC",THIRD PARTY,BOTH,3/25/1998 0:00:00,,Y,113,443,-999,G,Y,N,Y,Y,U,Y,10,373,G14391,EC,GULF OF MEXICO,6.093569770045136,1998-03-25,1998,0.8241233931539256
GOM00044,B,OFFSHORE PLATFORM,IN SERVICE,28.2566345064,-95.5653229399,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,74,1,NOT AVAILABLE,ATP OIL & GAS CORP.,THIRD PARTY,UNKNOWN,10/4/1997 0:00:00,,N,31,116,0,U,N,N,U,N,U,Y,-999,544,G10226,BA,GULF OF MEXICO,4.753590191106364,1997-10-04,1997,-0.0595872479722086
GOM00045,CAIS.#198,OFFSHORE PLATFORM,IN SERVICE,29.3446591463,-91.9972198919,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,75,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,9/9/1997 0:00:00,,N,12,17,0,U,N,N,N,N,U,N,-999,229,310,SM,GULF OF MEXICO,2.833213344056216,1997-09-09,1997,-0.481652288009232
GOM00046,1,OFFSHORE PLATFORM,REMOVED,29.0685708592,-92.2122978146,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,77,1,NOT AVAILABLE,MURPHY EXPLORATION & PRODUCTION CO.,THIRD PARTY,NONE,1/1/1998 0:00:00,1/12/2004 0:00:00,N,27,62,-999,U,N,N,N,N,U,N,-999,130,G16296,VR,GULF OF MEXICO,4.127134385045092,1998-01-01,1998,0.5188058424939568
GOM00047,A,OFFSHORE PLATFORM,IN SERVICE,28.8834178227,-92.9866449713,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,78,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,BOTH,5/5/1998 0:00:00,,N,52,86,0,U,N,N,Y,Y,U,Y,-999,172,G17858,EC,GULF OF MEXICO,4.454347296253507,1998-05-05,1998,0.6348201030535332
GOM00048,B,OFFSHORE PLATFORM,REMOVED,28.4689068275,-93.9751999026,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,79,1,NOT AVAILABLE,"MARINER ENERGY, INC.",THIRD PARTY,NONE,12/7/1997 0:00:00,10/27/2011 0:00:00,N,74,146,0,U,N,N,N,N,U,Y,-999,A 415,G15793,HI,GULF OF MEXICO,4.983606621708336,1997-12-07,1997,0.663701050125642
GOM00049,B(FMR.A),OFFSHORE PLATFORM,REMOVED,28.3256324763,-93.1068871093,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,80,1,NOT AVAILABLE,NEWFIELD EXPLORATION CO.,THIRD PARTY,NONE,11/2/1997 0:00:00,5/27/2005 0:00:00,N,100,185,-999,U,N,N,U,N,U,Y,-999,535,G15109,WC,GULF OF MEXICO,5.220355825078324,1997-11-02,1997,0.6861532722771626
GOM00050,A,OFFSHORE PLATFORM,REMOVED,28.2740580851,-93.3271648796,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,81,1,NOT AVAILABLE,JX NIPPON OIL EXPLORATION (USA) LTD.,THIRD PARTY,NONE,9/25/1997 0:00:00,7/14/2009 0:00:00,N,100,187,0,U,Y,N,Y,Y,U,Y,4,549,G16203,WC,GULF OF MEXICO,5.231108616854587,1997-09-25,1997,0.6473926471229303
GOM00051,A,OFFSHORE PLATFORM,REMOVED,29.1234692502,-91.4538904145,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,84,1,NOT AVAILABLE,GRYPHON EXPLORATION CO.,THIRD PARTY,NONE,1/4/1998 0:00:00,10/18/2009 0:00:00,N,18,22,0,U,N,N,N,N,U,N,-999,83,G17962,EI,GULF OF MEXICO,3.091042453358316,1998-01-04,1998,-0.5173167883542895
